Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std,Qubit Frequency
303,2025-10-22 20:31:46,9.393026761284062e-06,2.896277358095014e-07,6.435168630192223e-06,3.783052439163396e-07,9.052389669417238e-06,5.956424567200295e-07,5439109005.953212
304,2025-10-22 20:32:21,1.233328421967883e-05,3.8642968456032205e-07,9.822534566827912e-06,6.856230833105652e-07,1.1673616519436436e-05,7.144206635734616e-07,5439117950.30342
305,2025-10-22 20:32:56,1.3235607736694632e-05,3.7196556050464683e-07,1.065520652754337e-05,6.666430521988978e-07,1.1975283068732523e-05,6.104982128083214e-07,5439119985.411824
306,2025-10-22 20:33:31,1.2830590022216981e-05,3.4333111377430115e-07,1.0401961281436556e-05,5.695153662962557e-07,1.1249568909965646e-05,6.101031308500075e-07,5439117520.011102
307,2025-10-22 20:34:06,1.2354428615246604e-05,4.275830013980504e-07,1.0616943016072966e-05,6.308980820068128e-07,1.3840554998090226e-05,7.799896854511042e-07,5439117650.002173
308,2025-10-22 20:34:41,1.2354571271577797e-05,4.460055213767239e-07,9.788363073193196e-06,5.891986684348892e-07,1.1629515690225745e-05,6.256315938249067e-07,5439118677.5595455
309,2025-10-22 20:35:16,1.2317250114080025e-05,3.1426274409017916e-07,nan,nan,1.1206233557325973e-05,6.319306514940647e-07,nan
310,2025-10-22 20:35:51,1.2563158222844706e-05,4.2832973854376426e-07,1.0575223172493153e-05,6.176995624779771e-07,1.2855061445993243e-05,8.848678013137242e-07,5439116166.296012
311,2025-10-22 20:36:26,1.2152840800805365e-05,3.5229612255278187e-07,1.0000898700956995e-05,4.5555517640494825e-07,1.1577317468258741e-05,7.207684924746859e-07,5439117246.398978
312,2025-10-22 20:37:01,1.2791334608852623e-05,3.905708590827123e-07,1.053235889769688e-05,6.660123807629768e-07,1.2590756307551132e-05,6.784576569445004e-07,5439118772.838538
313,2025-10-22 20:37:36,1.2773208646565948e-05,3.407613719151346e-07,1.1347758123170237e-05,7.3493198107673e-07,1.1215112363016644e-05,6.022105864268261e-07,5439118186.991428
314,2025-10-22 20:38:10,1.290160632572146e-05,4.377982858903197e-07,1.0132858527800437e-05,6.30150099470783e-07,1.163768694589784e-05,5.873147889712618e-07,5439115889.063351
315,2025-10-22 20:38:45,1.2709310628578052e-05,4.361494109686923e-07,1.1249802033042045e-05,5.560063240368018e-07,1.1778898047154485e-05,5.120227682751519e-07,5439116100.866978
316,2025-10-22 20:39:21,1.3694689002141658e-05,4.4078586135797146e-07,1.1502913412009264e-05,5.177132938127301e-07,1.240110538147654e-05,8.091296719314098e-07,5439117841.663899
317,2025-10-22 20:39:55,1.3651900988342902e-05,3.7131876442043553e-07,1.0560761192657253e-05,6.516333369626176e-07,1.126789508831827e-05,6.400201809781682e-07,5439117983.264085
318,2025-10-22 20:40:29,1.3193713713999244e-05,4.5185297851033885e-07,1.1271782712984901e-05,5.20775021702617e-07,1.2706943850249175e-05,5.704152204895475e-07,5439118506.349869
319,2025-10-22 20:41:04,1.3208196957936735e-05,4.1572258282328433e-07,1.0298262457020257e-05,6.009246369282929e-07,1.2452832738762964e-05,6.291475119941935e-07,5439118347.919904
320,2025-10-22 20:41:39,1.2504944208346913e-05,4.254427787208421e-07,1.107269684186285e-05,5.594020741654622e-07,1.1115681061824034e-05,4.908500415961681e-07,5439120429.253473
321,2025-10-22 20:42:14,1.362129033344317e-05,4.4415908028856006e-07,1.0338083751282312e-05,5.134544193922408e-07,1.1972531689163901e-05,5.495337165757665e-07,5439119285.164182
322,2025-10-22 20:42:49,1.3120411197720117e-05,3.8249349570118907e-07,1.120769638429664e-05,4.814092467651439e-07,1.187440418370933e-05,5.961409224004358e-07,5439117957.416171
323,2025-10-22 20:43:23,1.2942784503477966e-05,4.0146015177922273e-07,1.0183632625171413e-05,6.431063232561557e-07,1.2218037635625123e-05,6.160653434432639e-07,5439118252.458541
324,2025-10-22 20:43:58,1.3688371432341029e-05,4.862711228367783e-07,1.0118385502799754e-05,5.044269168300325e-07,1.2830190937229702e-05,7.847344334179329e-07,5439121223.237194
325,2025-10-22 20:44:33,1.3570814042518364e-05,4.4435160187694487e-07,1.0306759657741082e-05,5.743054123460641e-07,1.1984552223731626e-05,7.266711247569902e-07,5439121298.818758
326,2025-10-22 20:45:07,1.2458174881491146e-05,3.2926483855037e-07,1.0471208839568646e-05,6.708262092927275e-07,1.2379947556873105e-05,7.903616112414713e-07,5439119257.656778
327,2025-10-22 20:45:42,1.306393377609183e-05,3.328427438759235e-07,1.0751468263014985e-05,5.530153943644395e-07,1.2009299215298697e-05,5.266241253519922e-07,5439115588.981547
328,2025-10-22 20:46:17,1.3046443377406902e-05,4.5815351582016893e-07,1.072685868219736e-05,6.753660070131638e-07,1.2392677884109915e-05,4.920049124315752e-07,5439118000.271976
329,2025-10-22 20:46:52,1.301059800584703e-05,3.4542611511844594e-07,9.918284708865244e-06,6.645790293015368e-07,1.253264763168005e-05,8.617186480760602e-07,5439119769.202532
330,2025-10-22 20:47:27,1.241928552042637e-05,3.830590948590698e-07,1.0015863588064278e-05,3.977460194692685e-07,1.2571347758116858e-05,7.30718650654104e-07,5439119097.136087
331,2025-10-22 20:48:02,1.2720424238388262e-05,4.866384967867327e-07,9.906577609575251e-06,5.502556445493186e-07,1.1415846322249124e-05,5.639065587782487e-07,5439115786.4008465
332,2025-10-22 20:48:36,1.3148990637645852e-05,4.3499151902499685e-07,1.0039877346823545e-05,5.761669558915273e-07,1.2487269560823577e-05,7.524358509066772e-07,5439115275.166864
333,2025-10-22 20:49:11,1.2642057050538114e-05,4.126452687616227e-07,1.0509154260596176e-05,6.873902626995443e-07,1.1458573817124673e-05,6.298640323173205e-07,5439117883.560043
334,2025-10-22 20:49:47,1.2274906993070545e-05,3.064197803874614e-07,1.0346802163496704e-05,6.38418605282772e-07,1.2034777629565951e-05,6.431786359831515e-07,5439115612.608138
335,2025-10-22 20:50:22,1.305193277145733e-05,3.934545285797835e-07,1.1217459567447463e-05,6.898769020858276e-07,1.2242132904294323e-05,7.782137183185601e-07,5439118267.75329
336,2025-10-22 20:50:57,1.2800026825354749e-05,3.814142676997391e-07,1.0177982787018536e-05,7.086154987281324e-07,1.1482996199241313e-05,6.503836362971082e-07,5439117657.997197
337,2025-10-22 20:51:32,1.2728539021900076e-05,3.4099666037023117e-07,1.05915745221008e-05,6.342014947947612e-07,1.2401475176782029e-05,6.963474538681839e-07,5439117645.940264
338,2025-10-22 20:52:07,1.1100212532255682e-05,2.358578871207582e-07,8.430070426834746e-06,5.455175429490517e-07,1.0961418517529964e-05,6.554925986394987e-07,5439118592.736188
339,2025-10-22 20:52:41,1.0832463972043627e-05,2.1467141575533523e-07,8.347182238077622e-06,6.63825010775609e-07,1.0931574261352495e-05,5.823658402700773e-07,5439121844.023384
340,2025-10-22 20:53:16,1.1596858009443878e-05,2.739759638307743e-07,9.800427411388313e-06,6.582004268699531e-07,1.1790849861137431e-05,6.63124523882729e-07,5439119950.19775
341,2025-10-22 20:53:51,1.2404302488056018e-05,3.812565524904069e-07,1.0785433721682836e-05,5.323651842681673e-07,1.1087716934365943e-05,5.375428829089239e-07,5439121462.33486
342,2025-10-22 20:54:26,1.2144455759477424e-05,3.394817090300768e-07,9.568943913018657e-06,5.999100430888164e-07,1.1307985713360225e-05,5.251702398558109e-07,5439121016.514992
343,2025-10-22 20:55:01,1.2321485026056678e-05,3.262737651993357e-07,1.0096297248241015e-05,6.105168792070123e-07,1.2041822266439794e-05,7.183815600032874e-07,5439116475.198667
344,2025-10-22 20:55:36,1.2604614641364975e-05,3.471825895940853e-07,9.824127662483306e-06,6.462664631282713e-07,1.1940794055531612e-05,7.024046080414591e-07,5439119728.013169
345,2025-10-22 20:56:11,1.3379460717111158e-05,3.520077286429751e-07,1.1279846631850887e-05,8.032835096664757e-07,1.1611860547544595e-05,6.262511031671365e-07,5439118341.573677
346,2025-10-22 20:56:46,1.2358804076795238e-05,4.024919521370496e-07,1.0513152748803378e-05,5.14462957944245e-07,1.1262874393347388e-05,6.600898649879579e-07,5439117942.823985
347,2025-10-22 20:57:21,1.3147475502295336e-05,3.749752469506984e-07,1.0969115449066535e-05,6.655376339871989e-07,1.209590338069333e-05,5.558045376414178e-07,5439118710.746197
348,2025-10-22 20:57:56,1.250799962204674e-05,3.8722025730975865e-07,9.895478848331862e-06,5.443236958356867e-07,1.2415130671517005e-05,7.307258542285634e-07,5439121995.105787
349,2025-10-22 20:58:31,1.2804562167012534e-05,3.8186983597504853e-07,1.0641126736210538e-05,5.471298493867435e-07,1.2816101927271006e-05,6.634920730091079e-07,5439119424.601931
350,2025-10-22 20:59:06,1.2484239093835114e-05,4.1753907164389876e-07,1.0922270168522985e-05,6.112563757348662e-07,1.1873273292550834e-05,6.687240227184499e-07,5439119079.797424
351,2025-10-22 20:59:40,1.2984016072303817e-05,3.383814701958252e-07,1.0066934189145726e-05,6.71765585620383e-07,1.3668547848233459e-05,6.837940625356149e-07,5439120979.823627
352,2025-10-22 21:00:15,1.3138791675082473e-05,4.049440574016719e-07,1.0824778797324797e-05,7.179113242539174e-07,1.29982070078416e-05,9.93465375995052e-07,5439120600.005698
353,2025-10-22 21:00:49,1.3067657031351487e-05,4.0164297584526766e-07,1.1786986258810472e-05,6.872676540581919e-07,1.271887205089861e-05,8.934697734346708e-07,5439117950.111377
354,2025-10-22 21:01:24,1.3456973107839332e-05,4.159595063642366e-07,1.007954843190717e-05,6.060570531757864e-07,1.2719907472646952e-05,7.5480963002162e-07,5439118476.948077
355,2025-10-22 21:01:59,1.3038111773777672e-05,3.661689048243704e-07,1.1100053681323274e-05,5.653947599760037e-07,1.2518450331233666e-05,7.598720495579951e-07,5439118404.197541
356,2025-10-22 21:02:34,1.2909034793118224e-05,4.065822981887713e-07,1.0485290938389014e-05,5.432157193593337e-07,1.0485144019689585e-05,6.441992627953827e-07,5439117894.631037
357,2025-10-22 21:03:09,1.2131631015099842e-05,2.93037537260561e-07,9.483216601324784e-06,6.260970280981697e-07,1.2059704947109395e-05,6.985506667391857e-07,5439116846.035764
358,2025-10-22 21:03:44,1.162501522244952e-05,2.72828760847016e-07,1.0008199553546149e-05,6.276322328056057e-07,1.0603141815002104e-05,6.967689952495028e-07,5439120917.961019
359,2025-10-22 21:04:18,1.2995141417393441e-05,3.9480307900633116e-07,1.0787046359261865e-05,4.7652604514772984e-07,1.2630751235587212e-05,7.604147896151703e-07,5439120718.76465
360,2025-10-22 21:04:54,1.2289880299221068e-05,3.66246883299748e-07,9.481104878972246e-06,4.661071086864831e-07,1.2259796944968926e-05,5.98854106760655e-07,5439118478.014415
361,2025-10-22 21:05:28,1.0293877929834494e-05,2.7464605859716525e-07,8.32470028200305e-06,5.624313487284099e-07,1.0282137110184664e-05,5.64133790075435e-07,5439117099.752113
362,2025-10-22 21:06:03,1.082882647374106e-05,3.2483453728897564e-07,9.701463886679917e-06,5.478202607871525e-07,1.0784930967178141e-05,6.286206180694909e-07,5439120918.75596
363,2025-10-22 21:06:38,1.1692258850448667e-05,3.0655254343994983e-07,9.865340720782712e-06,5.978437850870715e-07,1.1577512173177595e-05,6.287988240037718e-07,5439120833.422153
364,2025-10-22 21:07:13,1.123761356591757e-05,2.5510613941271006e-07,9.431706265106143e-06,4.927174913608657e-07,1.2198306005073434e-05,3.920872398419404e-07,5439123798.315136
365,2025-10-22 21:07:47,8.549365618781835e-06,2.2976250680110632e-07,7.165722008650732e-06,5.888645713029929e-07,8.053565177856825e-06,4.180039983348001e-07,5439119893.312709
366,2025-10-22 21:08:22,1.114751992759011e-05,3.189881265159878e-07,1.0187298991271021e-05,5.715984866090782e-07,1.147442677340571e-05,7.263696940730472e-07,5439119188.996374
367,2025-10-22 21:08:58,9.821214709493375e-06,3.052884931564377e-07,8.814192242301289e-06,5.078351068102947e-07,9.79307586335132e-06,5.236887794618005e-07,5439121711.577831
368,2025-10-22 21:09:33,8.932088920943215e-06,2.0524712633993083e-07,7.47226429953507e-06,4.23680768935594e-07,8.219081413241014e-06,4.2409392515604303e-07,5439122313.846064
369,2025-10-22 21:10:08,8.267441096609929e-06,2.1350645899450922e-07,6.644461497229415e-06,3.77966705005392e-07,7.950285767499565e-06,4.6332122674322074e-07,5439121198.116175
370,2025-10-22 21:10:43,8.155198007342435e-06,2.541475225151629e-07,6.883125039713889e-06,4.3299314952169125e-07,8.143634279589307e-06,4.5562085608621507e-07,5439115697.85602
371,2025-10-22 21:11:18,8.918268270541319e-06,2.6201765453151617e-07,7.531448191544499e-06,3.1915853397875296e-07,9.009690212335997e-06,6.866193348108013e-07,5439123601.466805
372,2025-10-22 21:11:52,1.0783911811751423e-05,2.5487588257749336e-07,8.97857788251244e-06,5.665478202579409e-07,1.100611844417898e-05,6.794223077221575e-07,5439121795.45501
373,2025-10-22 21:12:27,1.1312202286006823e-05,2.5198996550495875e-07,9.608972008523509e-06,4.79647365676861e-07,1.0968836076097332e-05,5.933347590144492e-07,5439121024.209392
374,2025-10-22 21:13:02,1.1768732289585415e-05,3.0583717983997926e-07,9.922937281636734e-06,4.6682602143275053e-07,1.0958071762434685e-05,6.732258982159865e-07,5439117017.388771
375,2025-10-22 21:13:37,1.0754494368159229e-05,2.434303351525855e-07,9.393489793563248e-06,5.836999055621502e-07,1.1019439397630393e-05,6.942043057407938e-07,5439120228.02109
376,2025-10-22 21:14:12,1.2651187188739144e-05,4.142628633295916e-07,9.582144676612003e-06,5.671649282642185e-07,1.2097716394432467e-05,8.197521429609626e-07,5439120726.370638
377,2025-10-22 21:14:47,1.2787137595671183e-05,3.522736395063862e-07,1.0375866783984833e-05,6.816160267939134e-07,1.2735854295176097e-05,6.731087005633507e-07,5439118638.503696
378,2025-10-22 21:15:22,1.293360005694133e-05,3.975546289249417e-07,1.1279476297865187e-05,6.837881347344075e-07,1.2280916742879455e-05,6.661581457897919e-07,5439119213.635548
379,2025-10-22 21:15:57,1.2149397056626654e-05,3.392490615883882e-07,9.515064738563339e-06,6.356608265557021e-07,1.1067420223609403e-05,6.362814497697869e-07,5439117149.37434
380,2025-10-22 21:16:32,1.3394409708933352e-05,4.44012007622252e-07,9.829285538165422e-06,7.349772295547777e-07,1.1214893204547494e-05,6.161583569504719e-07,5439119039.673031
381,2025-10-22 21:17:07,1.2078319847175223e-05,4.5060871917606606e-07,1.012024265700795e-05,5.130046675898666e-07,1.2532677986065721e-05,7.629746394020557e-07,5439120976.949861
382,2025-10-22 21:17:42,1.262797960066564e-05,3.5679231826123226e-07,1.1296559103257664e-05,7.661266130898434e-07,1.1531626347371926e-05,6.620420278510293e-07,5439117609.79029
383,2025-10-22 21:18:16,1.2970670984158161e-05,3.6753130422012944e-07,1.0964502444199553e-05,6.128884461892454e-07,1.1897231997348712e-05,8.030907380444798e-07,5439118642.658911
384,2025-10-22 21:18:51,1.3446985654086419e-05,3.1164409737715766e-07,9.9588300868092e-06,6.55406271155246e-07,1.1380548301076487e-05,8.019059361689017e-07,5439117751.503691
385,2025-10-22 21:19:26,1.27986541416103e-05,3.4566258131300486e-07,9.282836058499555e-06,4.0504613195727903e-07,1.1501350025922008e-05,6.348553681039675e-07,5439118425.322545
386,2025-10-22 21:20:02,1.234943383443543e-05,3.9921226769557827e-07,1.0155386879429074e-05,6.005420351260953e-07,1.2682972670985393e-05,7.361655402934864e-07,5439119374.26167
387,2025-10-22 21:20:36,1.3558850108674747e-05,3.482199304322561e-07,1.0287461449154378e-05,5.208452238030144e-07,1.233315041404559e-05,7.929573418590371e-07,5439117761.520867
388,2025-10-22 21:21:11,1.2638144898380332e-05,3.411374967302675e-07,1.005980449098054e-05,6.1683984113896e-07,1.2285523006694277e-05,6.330687710369861e-07,5439118442.779509
389,2025-10-22 21:21:46,1.2689926219167091e-05,3.5567601294905135e-07,9.964793191707955e-06,6.24129663869328e-07,1.2848734806336637e-05,7.728518776862037e-07,5439116735.937793
390,2025-10-22 21:22:21,1.3140772732178618e-05,3.98148775035089e-07,1.1036659521623804e-05,6.318691352989985e-07,1.2678772848051523e-05,7.065666918141256e-07,5439119445.012202
391,2025-10-22 21:22:56,1.2823902983294388e-05,3.7327847946546055e-07,9.57788512034874e-06,6.492279821675843e-07,1.186644541562032e-05,6.73971467746723e-07,5439116991.671253
392,2025-10-22 21:23:31,1.2428900750816041e-05,3.5366684788406117e-07,1.051054093625936e-05,5.946298502263521e-07,1.2950850664328328e-05,7.696132641920789e-07,5439117099.142556
393,2025-10-22 21:24:06,1.2939812277901197e-05,3.8556258300965175e-07,9.702439221381809e-06,6.55417137628787e-07,1.2545403457853155e-05,7.040545179877019e-07,5439118242.915252
394,2025-10-22 21:24:41,1.3289724423826144e-05,4.2083127109282697e-07,1.1309145172999635e-05,6.916333589920242e-07,1.2089592472452892e-05,6.710955846656297e-07,5439117895.995206
395,2025-10-22 21:25:16,1.3147244085187637e-05,4.773726668436937e-07,9.941062216523022e-06,5.117279223194508e-07,1.1975045578926924e-05,6.123143510308702e-07,5439116791.0682335
396,2025-10-22 21:25:51,1.295292875802545e-05,3.220019976878832e-07,1.077662913528954e-05,4.4504505062980703e-07,1.1794417434263238e-05,6.80462190226696e-07,5439117129.267467
397,2025-10-22 21:26:26,1.2744837441625023e-05,3.8721772225402147e-07,1.0020620775152977e-05,5.760332479988879e-07,1.1305534120653604e-05,6.982124592434734e-07,5439116406.09867
398,2025-10-22 21:27:00,1.2418410583636685e-05,3.423807726671001e-07,1.0168738610705219e-05,6.494830425454346e-07,1.2868928120024492e-05,8.232041407016577e-07,5439114274.297217
399,2025-10-22 21:27:35,1.2840879596076604e-05,3.5770725102563225e-07,1.0073950478250993e-05,4.2139292545141315e-07,1.2109045337105329e-05,6.219238334289474e-07,5439117658.46275
400,2025-10-22 21:28:10,1.3152871246369102e-05,3.17577005241288e-07,1.149761978513908e-05,6.103607234524705e-07,1.1585550213411011e-05,6.626365536023653e-07,5439115576.060151
401,2025-10-22 21:28:45,1.2756591694973451e-05,4.306019338514745e-07,1.123564222860196e-05,7.72823212329107e-07,1.2822423582470321e-05,8.064530799910616e-07,5439115855.046923
402,2025-10-22 21:29:20,1.3294259318952228e-05,5.052538411978922e-07,1.0574873948732133e-05,6.221966326751974e-07,1.2164229926447945e-05,6.22308556543899e-07,5439117763.629496
403,2025-10-22 21:29:55,1.2589265204310252e-05,3.797958081073909e-07,1.0013800830988018e-05,7.460080757347022e-07,1.1496657812415378e-05,5.6818251508084e-07,5439116939.21081
404,2025-10-22 21:30:30,1.111531506636787e-05,2.527898453918488e-07,8.883436692475044e-06,7.350792368744331e-07,1.0643687201827845e-05,5.550096289491262e-07,5439111370.175124
405,2025-10-22 21:31:06,1.3127104170784776e-05,3.8653913117954493e-07,9.955970031727546e-06,5.54629149687784e-07,1.2430804224639047e-05,6.529612615378629e-07,5439117590.768435
406,2025-10-22 21:31:41,1.1790962232138824e-05,2.703219949813607e-07,9.49945347383796e-06,4.805161652792198e-07,1.0795801257845739e-05,6.548349950723995e-07,5439115491.955393
407,2025-10-22 21:32:17,1.2235390034476268e-05,3.220382475610184e-07,9.944430611197319e-06,6.775697825755189e-07,1.1992402817018188e-05,5.820271526442634e-07,5439116687.873416
408,2025-10-22 21:32:52,1.1510460097063913e-05,3.329044947530209e-07,1.020169895182832e-05,7.463559889853763e-07,1.1496895147233843e-05,7.765227371079327e-07,5439116846.676147
409,2025-10-22 21:33:27,1.132243301604774e-05,3.233499722097265e-07,9.162564564402231e-06,6.000692134617639e-07,9.60767481683611e-06,5.074026107430849e-07,5439115375.002463
410,2025-10-22 21:34:02,1.2412636374969921e-05,3.584665991370944e-07,9.476306483069408e-06,6.605884933031013e-07,1.2119869175819531e-05,7.798401664828047e-07,5439118333.09045
411,2025-10-22 21:34:36,1.1673267503287121e-05,3.525886405312862e-07,1.0119238103234451e-05,6.694924283375187e-07,1.1592908796487222e-05,6.324877555344632e-07,5439114683.848311
412,2025-10-22 21:35:11,1.2470621792548542e-05,3.7686717415935123e-07,9.585399147082896e-06,5.062663365100057e-07,1.2376838643080035e-05,6.399183821165144e-07,5439117154.187626
413,2025-10-22 21:35:46,1.2600790923800176e-05,4.3092819560019137e-07,9.555782313430683e-06,4.962116941189682e-07,1.1710997769087683e-05,5.160508851838366e-07,5439116579.948793
414,2025-10-22 21:36:22,1.2161757356965452e-05,3.132836538176059e-07,1.0764899996296151e-05,6.173645321361927e-07,1.1183250465451877e-05,5.547832517195132e-07,5439113663.632586
415,2025-10-22 21:36:56,1.230212932679109e-05,3.317395092158224e-07,9.383594492318181e-06,6.519060312578876e-07,1.2367534161006333e-05,8.521414572190636e-07,5439117131.584392
416,2025-10-22 21:37:32,1.3079820246231222e-05,3.7671858031937985e-07,1.0101710007148768e-05,5.87205043245936e-07,1.2465648884241176e-05,7.330525532017687e-07,5439119721.83418
417,2025-10-22 21:38:07,1.2719769626468036e-05,3.55716081140302e-07,9.900347668123644e-06,5.889311351345937e-07,1.2957003155511515e-05,6.969843368293216e-07,5439115843.907087
418,2025-10-22 21:38:42,1.164045903245814e-05,4.345175871343395e-07,9.612082583876358e-06,5.063837739260425e-07,1.155104475802915e-05,7.07261389421056e-07,5439114687.843267
419,2025-10-22 21:39:17,1.2007394719848463e-05,3.6666479128019754e-07,9.940368723038162e-06,6.573815758391344e-07,1.1591492597329278e-05,5.809182661634288e-07,5439115172.671264
420,2025-10-22 21:39:53,1.2270579451412189e-05,3.600274461258778e-07,9.885286518462877e-06,5.428012198456796e-07,1.1479093723787415e-05,7.679588329424468e-07,5439114668.166792
421,2025-10-22 21:40:27,1.2775052138369603e-05,4.1694990682719503e-07,9.881897774288717e-06,9.319016459856162e-07,1.2439003089781409e-05,6.639249798665512e-07,5439115657.826288
422,2025-10-22 21:41:02,1.2999515276668205e-05,4.001528193410467e-07,9.82916759983965e-06,6.472580606748828e-07,1.2336027806592043e-05,6.937564350644876e-07,5439115785.127447
423,2025-10-22 21:41:37,1.2117971426972574e-05,2.4688528432279256e-07,1.0058318225425467e-05,5.839121990230447e-07,1.0766695979436136e-05,6.291887486559026e-07,5439115525.242091
424,2025-10-22 21:42:12,1.290638044970649e-05,4.884634887415011e-07,9.735599831639519e-06,4.793266776615557e-07,1.210894244518812e-05,7.194599482248749e-07,5439115845.163096
425,2025-10-22 21:42:46,1.2665567369118946e-05,3.597051898615397e-07,1.0121168187327001e-05,4.84719940320705e-07,1.2928529021349888e-05,7.547982564309766e-07,5439118456.598794
426,2025-10-22 21:43:21,1.3069476504368183e-05,4.2872394097458837e-07,9.679069670642804e-06,6.350435162447268e-07,1.207051474172438e-05,7.713289494289977e-07,5439119702.459344
427,2025-10-22 21:43:56,1.2590544924862002e-05,4.363088323427388e-07,1.0150505313388791e-05,6.346074789948636e-07,1.2554521144680919e-05,8.93996163551724e-07,5439117554.085296
428,2025-10-22 21:44:32,1.2856176682785048e-05,4.4969659777961177e-07,1.1356757321223654e-05,7.083629513522661e-07,1.2955096773792363e-05,6.232954150303532e-07,5439116143.718621
429,2025-10-22 21:45:06,1.2229027152699246e-05,3.7158669121789475e-07,1.079533772685437e-05,6.784639554371765e-07,1.1947626686215074e-05,7.031083831149884e-07,5439117207.857756
430,2025-10-22 21:45:42,1.3177806751363264e-05,3.671529993164131e-07,9.974492780839839e-06,4.912129387522333e-07,1.2118089273815968e-05,8.244646919897409e-07,5439116204.919357
431,2025-10-22 21:46:17,1.3251593394603134e-05,3.612358995831622e-07,1.0151347832332291e-05,7.367881569157053e-07,1.3745625318639654e-05,8.29864447281395e-07,5439115366.07201
432,2025-10-22 21:46:52,1.2484683323377155e-05,3.6747138308688666e-07,9.15155642045029e-06,5.667582986352108e-07,1.0350170919881663e-05,5.137867658271863e-07,5439114394.78944
433,2025-10-22 21:47:27,1.2473705012450154e-05,3.572426835148351e-07,1.0377135575501129e-05,6.831094525853418e-07,1.1638699915827999e-05,6.079881577350171e-07,5439115686.138643
434,2025-10-22 21:48:02,1.2076009574757407e-05,3.401417933940053e-07,9.611237853368593e-06,4.375214238714612e-07,1.1760270612004575e-05,5.825207194677226e-07,5439114926.923151
435,2025-10-22 21:48:37,1.2433743403095221e-05,3.962683691199798e-07,1.0231244508496218e-05,6.552101107899224e-07,1.2740722971305019e-05,8.143148776304056e-07,5439117816.912945
436,2025-10-22 21:49:12,1.305015756170036e-05,3.7372075546760186e-07,1.0528748082494488e-05,6.135678474429147e-07,1.2219394958767893e-05,7.975873796836613e-07,5439116851.184986
437,2025-10-22 21:49:47,1.3482696216815526e-05,3.913685732024394e-07,1.0232102919616182e-05,7.213596683942301e-07,1.2291139840803211e-05,8.591562999094449e-07,5439115442.493311
438,2025-10-22 21:50:22,1.2584256373404656e-05,4.0214102080103257e-07,9.772419428344392e-06,5.844974699057659e-07,1.1399757763763674e-05,6.418648899706524e-07,5439120533.943401
439,2025-10-22 21:50:57,1.1673376836496274e-05,2.9992350381305237e-07,8.886343201508495e-06,5.742354115147954e-07,1.1475015933903876e-05,7.852264932156851e-07,5439118761.566062
440,2025-10-22 21:51:32,1.1300564495275722e-05,2.557720814130565e-07,9.3430944023698e-06,4.6440711161912853e-07,1.1513919649930315e-05,5.814382080635772e-07,5439116183.82501
441,2025-10-22 21:52:07,1.1614217509281488e-05,3.569566100859058e-07,9.657949711305847e-06,6.113624461322835e-07,1.1644788143305718e-05,7.585204124806508e-07,5439114298.357927
442,2025-10-22 21:52:41,1.2271729470603177e-05,3.9419178897177844e-07,9.83444381419396e-06,5.965130050412413e-07,1.168311462618199e-05,5.722978044293162e-07,5439110792.59175
443,2025-10-22 21:53:16,1.2662636055926768e-05,3.432603909350709e-07,1.0470468166712266e-05,5.791477439496944e-07,1.165890587229157e-05,6.681344564271986e-07,5439115155.627908
444,2025-10-22 21:53:51,1.0760014175881238e-05,3.058108389076445e-07,9.871514381254443e-06,5.670810738632606e-07,1.1361443259749748e-05,6.162083557586875e-07,5439115976.515422
445,2025-10-22 21:54:26,1.1705011627949347e-05,3.3024843702025386e-07,9.656752720577089e-06,6.473333294984504e-07,1.1386910117927584e-05,5.553785405538067e-07,5439116918.9868
446,2025-10-22 21:55:01,1.1862255708816605e-05,2.8415769666818864e-07,9.396147919948916e-06,6.059484083835553e-07,1.1349318880027326e-05,5.331273765865954e-07,5439112905.336459
447,2025-10-22 21:55:36,1.0898112155821593e-05,2.504080584339786e-07,nan,nan,1.1086341315635906e-05,5.609530619001576e-07,nan
448,2025-10-22 21:56:11,1.3079123560855166e-05,4.3552606505386627e-07,1.102635154692777e-05,6.432386463216001e-07,1.0910287932430762e-05,5.05381980856482e-07,5439117599.624713
449,2025-10-22 21:56:46,1.1838974355304899e-05,3.680911102856455e-07,9.517006796855298e-06,5.853284800213188e-07,1.1807840336386377e-05,7.211557163286758e-07,5439115280.126654
450,2025-10-22 21:57:21,1.1497805655347193e-05,3.586189485710577e-07,8.838410037403932e-06,5.41221566793165e-07,1.0650029504066794e-05,6.584583715688423e-07,5439114956.452959
451,2025-10-22 21:57:55,1.180792011279408e-05,3.5951487125366234e-07,1.0267123191853855e-05,6.908606747413086e-07,1.1464538191230389e-05,6.74337230799828e-07,5439111834.638559
452,2025-10-22 21:58:30,1.267599645582429e-05,3.6643882174698666e-07,1.0505654714165757e-05,4.4883955953366647e-07,1.3843221877474221e-05,1.0675014305508002e-06,5439114530.245905
453,2025-10-22 21:59:05,1.2815014075906461e-05,4.1243453992883393e-07,1.0623590891434276e-05,5.531464119585068e-07,1.126783272487053e-05,7.081609081099813e-07,5439116036.07898
454,2025-10-22 21:59:40,1.0883176263298822e-05,2.894956039891881e-07,9.081087155360379e-06,6.924120044409411e-07,1.0823873338727807e-05,5.941885400106032e-07,5439114909.085516
